ER25001,ER25002,ER25003,ER25004,ER27442,ER27451,ER27708,ER28037,ER36001,ER36002,ER36003,ER36004,ER40614,ER40622,ER41027,ER42001,ER42002,ER42003,ER42004,ER46592,ER46600,ER46935,ER47301,ER47302,ER47303,ER47304,ER51953,ER51961,ER52046,ER52343,ER53001,ER53002,ER53003,ER53004,ER57709,ER57730,ER58152,ER60001,ER60002,ER60003,ER60004,ER64869,ER64910,ER65349,ER66001,ER66002,ER66003,ER66004,ER70941,ER71042,ER71064,ER71426,ER72001,ER72002,ER72003,ER72004,ER76960,ER77064,ER77086,ER77448,ER78001,ER78002,ER78003,ER78004,ER81188,ER81340,ER81422,ER81775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,954,37,42,14,0,25,76050,2,431,37,42,14,0,10,36808
7,1092,37,42,8,1200,1,31000,8,3641,37,42,8,1000,24150,6,2906,37,42,8,800,9906,6,2126,37,42,8,0,1,44080,4,2773,37,42,8,2000,64600,2,3242,37,42,8,600,25244,3,1402,37,42,8,600,1,21700,1,809,37,42,12,2500,1,57700,2,898,37,42,12,1000,1,31212
7,2610,37,42,1,0,0,71400,8,3122,37,42,1,0,75400,6,3726,37,42,1,0,93200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4468,37,42,8,100,10,32500,8,3706,37,42,8,100,37450,6,4065,37,42,8,0,38400,6,3106,37,42,8,500,2,47480,4,1219,37,42,8,0,66340,2,3354,37,42,8,500,67600,3,1059,37,42,8,0,1,80300,1,805,37,42,12,500,3,105780,2,534,37,42,12,0,5,90550
7,1216,39,45,1,0,1,66200,8,4121,19,24,1,0,66815,6,2039,19,24,1,500,87365,6,3200,19,24,1,500,40,71200,4,1181,19,24,1,1000,107000,2,5819,19,24,1,1000,120102,3,1261,19,24,1,0,25,52048,1,538,19,24,4,600,2,108200,2,125,19,24,4,1500,25,172150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2445,2,4,1,0,29938,3,358,2,4,1,100,1,23400,1,47,2,4,4,200,1,20340,2,453,2,4,4,100,5,20992
7,4085,2,4,1,1000,5,63470,8,408,2,4,1,200,24417,6,204,2,4,1,350,25484,6,892,2,4,1,400,70,24540,4,101,2,4,1,300,26124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6125,42,48,0,0,0,57226,8,3459,22,27,0,0,71812,6,4570,22,27,0,0,191180,6,2451,22,27,0,0,0,119000,4,1588,22,27,0,0,128567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1286,24,29,8,2000,2,78000,8,8143,24,29,8,2800,93000,6,3863,24,29,8,1500,83000,6,6515,24,29,8,1500,2,85500,4,6776,24,29,8,500,85100,2,4270,24,29,8,500,106740,3,9439,24,29,8,5000,1,112300,1,1090,24,29,13,8000,1,120200,2,1114,24,29,13,4500,1,136090
7,602,24,29,8,50,6,64510,8,1303,24,29,8,100,68010,6,2475,24,29,8,500,167410,6,214,24,29,8,150,2,67510,4,133,24,29,8,400,60606,2,1297,24,29,8,200,63202,3,124,24,29,8,100,1,44700,1,457,24,29,13,300,1,89000,2,477,24,29,13,200,5,86400
7,155,24,29,8,2000,3,82000,8,1223,24,29,8,3000,90000,6,3802,24,29,8,1000,119500,6,291,24,29,8,2000,3,90583,4,2268,24,29,8,2000,-3725,2,367,24,29,8,5000,80885,3,559,24,29,8,5000,1,40735,1,465,24,29,13,1000,3,57302,2,1044,24,29,13,1500,3,162624
7,5210,24,29,1,800,45,51100,8,912,24,29,1,2000,78300,6,2840,24,29,1,2400,68200,6,719,24,29,1,3500,52,65800,4,270,24,29,1,2500,84100,2,3550,24,29,1,1000,88106,3,203,24,29,1,3000,1,99700,1,886,24,29,14,5000,1,101300,2,498,24,29,14,1000,40,125690
7,4833,17,22,1,0,98,6000,8,6936,17,22,1,0,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2500,34,39,8,1500,2,69000,8,3662,34,39,8,1700,68000,6,7154,34,39,8,1000,68000,6,7577,34,39,8,500,3,65000,4,7716,34,39,8,400,75000,2,2895,9,12,8,500,66450,3,4762,9,12,8,1600,3,26800,1,1853,9,12,13,800,1,28800,,,,,,,,
7,4706,34,39,8,0,2,25000,8,6124,34,39,8,100,48581,6,5916,34,39,8,0,14000,6,7731,34,39,8,0,0,3700,4,7133,34,39,8,0,16000,2,8167,34,39,8,0,20548,3,5456,34,39,8,0,0,10850,1,2745,34,39,13,0,1,27000,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8148,34,39,8,0,36000,3,6505,34,39,8,0,4,12108,,,,,,,,,,,,,,,,
7,3046,34,39,8,0,1,29702,8,1608,34,39,8,0,37412,6,5602,34,39,8,0,48524,6,8165,34,39,8,0,3,7500,4,7057,34,39,8,100,20768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2013,13,18,0,200,2,82526,8,3326,13,18,0,999998,69150,6,5976,13,18,0,999998,130500,6,6685,13,18,0,1500,1,154000,4,8026,13,18,0,1500,170100,2,7969,13,18,0,1200,196000,3,7889,13,18,0,5000,40,172000,1,2426,13,18,15,400,2,167100,2,3710,13,18,15,0,2,166000
,,,,,,,,8,6321,34,39,8,0,15200,6,6790,34,39,8,0,1000,6,8464,34,39,8,0,0,13999,4,6644,34,39,8,0,41990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2007,34,39,13,0,10,23862,2,5170,34,39,13,0,10,67096
7,2641,16,21,8,1200,1,20616,8,864,16,21,8,1200,18880,6,312,16,21,8,1200,19200,6,1244,16,21,8,1200,1,29680,4,4048,16,21,8,0,31250,2,4384,16,21,8,0,21240,3,6056,16,21,8,0,0,33240,,,,,,,,,,,,,,,,
7,5405,41,47,8,4900,1,105200,8,519,41,47,8,1000,96800,6,2078,41,47,8,5200,87606,6,611,41,47,8,14500,3,152356,4,3763,41,47,8,14900,150226,2,2160,41,47,8,17457,135118,3,6479,41,47,8,12000,3,105600,,,,,,,,,,,,,,,,
7,3048,16,21,8,0,0,66267,8,1233,16,21,8,0,47700,6,281,16,21,8,0,51645,6,5691,16,21,8,0,0,52160,4,4779,16,21,8,0,48110,2,2007,16,21,8,0,57376,3,4854,16,21,8,0,0,59141,1,6126,16,21,3,0,0,54895,2,8473,16,21,3,0,0,55594
7,4203,16,21,8,0,2,38400,8,1021,16,21,8,0,10000,6,3221,16,21,8,0,20000,6,8401,16,21,8,0,0,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2849,9,12,8,0,1,40400,8,496,9,12,8,0,50370,6,1464,9,12,8,20,49050,6,1070,9,12,8,300,26,50643,4,4373,9,12,8,350,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5730,0,0,8,0,3,86267,8,1007,0,0,8,0,108200,6,3853,0,0,8,0,131000,6,4238,16,21,8,0,2,149072,4,7727,0,0,8,0,140659,2,9004,0,0,8,0,104362,3,9122,0,0,8,0,1,175720,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5634,16,21,0,0,0,33770,1,8574,16,21,19,0,0,40248,2,2335,16,21,19,0,1,29504
7,3109,16,21,8,250,1,81000,8,2825,16,21,8,150,89000,6,3566,16,21,8,0,87000,6,2699,16,21,8,0,1,87400,4,2628,16,21,8,0,90075,2,4379,16,21,8,0,89850,3,5877,16,21,8,0,0,54900,1,6062,16,21,6,0,0,206218,2,2488,16,21,6,0,0,128310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6568,41,47,0,0,16500,2,4641,41,47,0,0,27200,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,6379,16,21,8,0,0,15020,4,137,16,21,8,0,37000,2,4972,16,21,8,50,80600,3,5510,16,21,8,0,0,92026,1,5374,16,21,6,0,1,130200,2,4488,16,21,6,0,0,220300
7,894,39,45,8,10000,1,280600,8,39,39,45,8,12200,288200,6,17,39,45,8,13000,146000,6,2359,39,45,8,11000,2,181700,4,6415,39,45,8,13000,179896,2,4050,39,45,8,12000,178050,3,6237,39,45,8,25000,2,201700,1,2905,39,45,6,30000,2,70600,2,7597,39,45,6,300,1,37200
7,1614,39,45,8,2500,1,122200,8,355,39,45,8,1000,164000,6,1180,39,45,8,2000,177100,6,3611,39,45,8,3000,1,174200,4,7069,39,45,8,5000,189050,2,5348,39,45,8,5000,191250,3,4200,39,45,8,5200,1,203250,1,3068,39,45,6,5500,1,213020,2,2172,39,45,6,5800,1,275900
7,5000,39,45,8,500,3,140900,8,3663,39,45,8,620,144400,6,2417,39,45,8,1100,154600,6,8221,39,45,8,1200,3,261600,4,7425,39,45,8,3000,200500,,,,,,,,3,8208,39,45,8,3000,3,306100,1,3434,39,45,6,0,2,360000,2,2677,39,45,6,1000,2,261150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9558,4,6,8,0,1,62020,1,3315,4,6,6,0,1,110100,2,9066,39,45,6,0,0,132000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8367,39,45,8,0,2,10000,1,3266,29,34,1,0,1,20000,2,4271,29,34,1,0,99,60150
7,6275,27,32,1,500,2,81202,8,1264,27,32,1,200,186152,6,2648,27,32,1,999998,160717,6,2644,27,32,1,0,0,140016,4,2461,27,32,1,30,185578,2,2681,27,32,1,25,76318,3,2712,27,32,1,800,1,55804,1,7656,27,32,4,50,1,136610,2,2794,27,32,4,0,1,115990
7,4113,4,6,1,0,0,79100,8,5668,4,6,1,0,87100,6,3132,4,6,1,0,54600,6,4149,4,6,1,0,0,53719,4,687,4,6,1,0,58568,2,6781,4,6,1,0,55250,3,3001,4,6,1,0,0,58984,1,7373,4,6,2,0,0,72267,2,5467,4,6,2,0,0,51200
7,5807,30,35,8,0,1,138005,8,8116,30,35,8,0,25000,6,8461,30,35,8,0,45960,6,2491,30,35,8,800,1,45406,4,972,30,35,8,500,59204,2,7322,30,35,8,0,21200,3,3320,30,35,8,0,0,49005,1,8509,30,35,6,0,0,41262,2,2655,30,35,6,0,0,63901
7,1540,4,6,0,0,0,65700,8,3890,4,6,0,0,75300,6,6727,4,6,0,0,99250,6,4756,4,6,0,0,0,111530,4,1426,4,6,0,0,200570,2,5141,4,6,0,0,182000,3,3007,4,6,0,0,0,135346,1,7417,4,6,3,0,0,158100,2,6849,4,6,3,0,0,207090
,,,,,,,,8,2207,4,6,0,0,120040,6,1350,4,6,0,0,47604,6,4196,4,6,0,0,0,47023,4,2038,4,6,0,0,88030,,,,,,,,,,,,,,,,,,,,,,,,2,2652,4,6,1,0,0,18500
,,,,,,,,8,3715,4,6,1,0,8200,6,1053,4,6,1,0,2000,6,5366,31,36,1,500,1,62500,4,3253,31,36,1,250,97018,2,5114,31,36,1,0,300000,3,3542,24,29,1,250,1,250000,1,9151,24,29,4,0,2,400000,2,8270,32,37,4,999999,1,300000
,,,,,,,,,,,,,,,6,5867,4,6,0,0,8500,6,4762,4,6,0,0,0,18800,4,2511,4,6,0,0,19001,2,4241,4,6,0,0,30005,3,3202,4,6,0,0,1,25005,1,6272,4,6,2,0,0,25,2,7106,4,6,2,0,0,2000
7,7842,27,32,8,0,0,79658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3164,4,6,97,150,2,83503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2781,4,6,0,0,0,115694,8,684,4,6,0,0,245643,6,892,4,6,0,0,184580,6,2342,4,6,0,0,0,145104,4,1620,4,6,0,0,181322,2,1084,4,6,0,0,37479,3,2613,4,6,0,0,0,448263,,,,,,,,,,,,,,,,
,,,,,,,,8,7610,27,32,8,0,102522,6,93,27,32,8,250,94472,6,8468,27,32,8,0,0,110804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6848,6,9,1,0,0,51500,8,1932,6,9,1,0,78396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,4469,41,47,8,0,1,7707,4,2103,41,47,8,0,22390,2,4506,30,35,8,0,18000,3,2788,30,35,8,0,2,25000,1,6159,30,35,14,0,0,16000,2,4148,42,48,14,0,99,32075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4205,4,6,0,0,96870,3,2735,4,6,0,0,0,51250,1,8500,4,6,2,0,0,61932,2,7180,4,6,2,0,0,30000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4002,27,32,1,0,72216,2,3831,27,32,1,0,54000,3,3545,27,32,1,0,1,56100,1,8583,27,32,4,0,1,58020,2,3815,27,32,4,0,1,59600
7,862,4,6,1,0,0,10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,1879,4,6,1,0,0,36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,1251,4,6,1,500,57200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4911,4,6,1,200,1,54247,1,5113,4,6,4,0,6,18288,2,2456,4,6,4,0,1,14450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8499,4,6,99,0,10,38497
7,774,4,6,1,0,0,6000,8,1393,4,6,1,0,7400,6,1628,4,6,1,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,8548,4,6,1,150,82000,6,7935,4,6,1,200,1,61850,4,813,4,6,1,0,58620,2,5822,4,6,1,0,63400,3,4427,4,6,1,0,1,78430,1,5493,4,6,4,0,1,95284,2,4837,4,6,4,0,0,122113
,,,,,,,,8,4732,4,6,1,0,8580,6,1793,4,6,1,0,8000,6,411,4,6,1,0,2,6875,4,4261,4,6,1,0,23400,2,3765,4,6,1,0,13200,3,4182,4,6,1,0,0,8000,1,7003,4,6,6,0,1,0,2,8385,4,6,6,0,1,23224
,,,,,,,,,,,,,,,6,2706,5,8,8,200,64000,6,1364,5,8,8,0,3,32000,4,2951,5,8,8,1200,22640,2,6575,5,8,8,0,13000,3,5124,5,8,8,0,1,31000,1,8006,5,8,11,0,2,36000,2,6936,5,8,11,0,2,45000
,,,,,,,,8,2028,4,6,99,0,26464,,,,,,,,,,,,,,,,4,8766,4,6,1,0,38698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6391,4,6,8,0,3,17760,8,4447,4,6,8,700,22210,6,5085,4,6,8,600,34260,6,2454,4,6,8,300,2,38000,4,5081,4,6,8,980,43835,2,6092,4,6,8,1200,49678,3,8032,4,6,8,950,1,62000,1,7679,4,6,11,400,3,15642,2,5550,4,6,11,8300,5,98266
7,6893,4,6,1,0,1,36963,8,6392,4,6,1,0,43300,6,819,4,6,1,0,76100,6,1603,4,6,1,0,6,84400,4,2317,4,6,1,0,131960,,,,,,,,3,9180,4,6,1,0,2,121468,1,8652,4,6,4,0,2,176200,2,8046,4,6,4,0,0,195000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6547,4,6,4,0,0,36000,2,4845,4,6,4,0,0,39000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7528,5,8,14,0,0,41000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8220,5,8,11,0,2,10000,2,7491,5,8,11,3000,2,40750
7,886,4,6,1,0,1,69445,8,728,4,6,1,0,71538,6,6367,4,6,1,0,69000,6,219,4,6,1,0,1,71000,4,3550,4,6,1,0,87800,2,4856,4,6,1,0,119850,3,6710,4,6,1,0,6,87000,1,5728,4,6,4,0,4,75000,2,7021,4,6,4,0,0,80000
7,5633,4,6,1,0,0,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1037,4,6,1,0,2,52209,,,,,,,,6,499,4,6,1,300,61878,6,349,4,6,1,0,0,53216,4,2166,4,6,1,0,56656,2,1704,4,6,1,0,49000,,,,,,,,,,,,,,,,,,,,,,,,
7,6054,4,6,1,0,0,39600,8,6772,4,6,1,0,35880,6,7997,4,6,1,0,38340,,,,,,,,,4,1184,4,6,1,0,40140,2,8573,4,6,1,0,22140,3,8902,4,6,1,0,1,43600,1,9064,4,6,4,300,2,54000,,,,,,,,
7,1062,4,6,99,4500,2,66200,8,2989,4,6,99,9000,41000,6,854,4,6,99,4000,61100,6,281,4,6,99,3000,2,74500,4,2980,4,6,99,2000,88100,2,5802,4,6,99,2000,98906,3,5133,4,6,99,5000,1,111647,1,7327,4,6,11,3000,1,110300,2,3844,4,6,11,3000,1,170800
7,1176,4,6,99,0,5,22000,8,6000,4,6,99,0,24000,6,6170,4,6,99,0,27000,6,8008,4,6,99,0,26,40824,4,8730,4,6,99,100,55028,,,,,,,,3,8578,4,6,1,0,1,29000,,,,,,,,,,,,,,,,
7,1085,5,8,8,3600,3,36000,8,6273,5,8,8,0,52100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6615,4,6,99,0,99,27000,8,7142,4,6,99,0,27000,6,8553,4,6,99,0,65000,6,1464,4,6,99,0,20,67000,4,8775,4,6,99,0,75577,,,,,,,,3,9377,4,6,1,0,1,98800,,,,,,,,,2,8390,4,6,99,0,1,123275
7,2166,4,6,1,0,5,55405,8,4269,4,6,1,0,60000,6,952,4,6,1,0,63991,6,211,4,6,1,0,16,60000,4,940,4,6,1,0,56396,2,5738,4,6,1,0,66954,3,4450,4,6,1,0,0,87550,1,5662,4,6,14,0,0,97276,2,5936,4,6,14,0,0,74761
7,1346,4,6,1,0,0,35000,8,5917,4,6,1,0,46360,6,1664,4,6,1,0,44710,6,8836,4,6,1,0,5,24047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7534,4,6,1,0,0,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6584,4,6,1,0,4,46500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,5238,4,6,1,0,17784,6,7005,4,6,1,0,5,19820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,6990,4,6,0,0,103000,6,8002,4,6,0,0,62000,6,1560,4,6,0,0,0,65150,4,8884,4,6,0,0,65400,2,5834,4,6,0,0,65000,3,6912,4,6,0,0,0,90000,1,9206,4,6,1,0,0,90000,2,7176,4,6,1,0,0,55150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7944,4,6,8,0,47000,2,3015,4,6,8,0,37000,3,4859,4,6,8,0,0,45000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5733,46,53,99,800,2,162400,1,5534,46,53,14,0,4,189100,2,7943,4,6,14,200,5,145500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8268,5,8,11,100,2,130000,2,5221,5,8,11,0,50,81000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8130,4,6,14,0,0,55500
7,237,28,33,1,0,4,43140,8,5240,28,33,1,0,42100,6,1301,9,12,1,0,40385,6,2183,28,33,1,0,6,44784,4,672,28,33,1,0,22428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,547,20,25,1,0,0,65100,8,6016,20,25,1,0,55890,6,1668,20,25,1,520,61200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7212,20,25,1,200,1,134000,8,7478,20,25,1,500,156000,6,3391,20,25,1,0,165024,6,5564,20,25,1,0,0,162538,4,5978,20,25,1,0,175100,2,3613,20,25,1,0,171200,3,4375,20,25,1,0,0,197700,1,6826,20,25,4,400,1,219002,,,,,,,,
7,2953,20,25,1,0,2,52550,8,6579,20,25,1,200,74300,6,2603,20,25,1,100,90771,6,3318,20,25,1,300,4,70741,4,1328,20,25,1,200,63351,2,4517,20,25,1,0,86949,3,4486,20,25,1,200,2,84125,1,7415,20,25,4,0,0,91592,2,2721,20,25,4,0,0,158331
7,1046,20,25,8,50,1,146300,8,5252,20,25,8,0,197000,6,2988,20,25,8,1000,342500,6,3557,20,25,8,750,1,353550,4,5749,20,25,8,1500,410500,,,,,,,,3,5300,20,25,8,4000,2,415049,1,8834,20,25,7,1500,0,635200,,,,,,,,
7,3762,28,33,0,0,0,45340,,,,,,,,,,,,,,,,,,,,,,,4,1024,28,33,8,0,10548,,,,,,,,,,,,,,,,1,5448,28,33,15,0,1,76000,2,7803,44,50,15,0,0,75120
,,,,,,,,8,5878,28,33,0,0,16900,6,7061,28,33,0,0,42260,6,2660,28,33,0,0,0,15800,4,1881,28,33,0,0,28120,,,,,,,,3,8003,28,33,0,0,0,25000,1,9128,28,33,11,0,0,7980,,,,,,,,
7,7289,28,33,0,0,0,30500,8,5624,28,33,0,0,25000,6,3382,28,33,0,120,24576,6,2594,28,33,0,90,0,16000,4,980,28,33,0,300,19600,2,3263,28,33,0,900,82500,3,4636,28,33,0,750,0,84710,1,7715,28,33,15,900,3,60006,2,4295,28,33,15,3500,0,22006
7,6438,28,33,8,0,0,12565,8,5680,28,33,8,0,50000,6,5345,28,33,8,0,43100,6,2469,28,33,8,0,1,24000,4,1910,28,33,8,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7601,44,50,15,0,2,38300,,,,,,,,
7,1825,20,25,8,1200,1,180300,8,6287,20,25,8,1000,214500,6,3078,20,25,8,0,210420,6,4186,20,25,8,0,6,210400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,528,28,33,0,0,0,31040,8,6073,28,33,0,0,34000,6,1376,28,33,0,0,46100,6,2428,9,12,0,0,0,20181,4,1257,28,33,0,0,20172,,,,,,,,3,8772,28,33,8,300,30,21000,,,,,,,,,2,6307,28,33,99,0,0,29388
7,1398,20,25,0,0,0,44864,8,5771,20,25,0,0,88000,6,2669,20,25,0,0,104800,6,2482,20,25,0,0,0,105400,4,1288,20,25,0,0,93775,2,4044,20,25,0,0,83402,3,4786,20,25,0,0,0,119300,,,,,,,,,2,9078,20,25,99,0,0,245650
7,4365,20,25,8,0,4,124100,8,6028,20,25,8,200,116500,6,4317,20,25,8,0,156000,,,,,,,,,4,1381,20,25,1,0,164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,5920,28,33,8,0,30188,6,3488,28,33,8,0,42360,6,3158,28,33,8,0,0,17560,,,,,,,,2,7504,28,33,0,0,49000,3,9566,28,33,0,0,1,106150,,,,,,,,,,,,,,,,
7,1726,28,33,0,0,0,7153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1740,21,26,8,450,6,22016,8,2695,21,26,8,0,34608,6,3775,21,26,8,0,23158,6,2924,21,26,8,0,0,25687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,1912,16,21,0,0,80533,6,1276,16,21,0,0,0,45382,4,4700,16,21,0,0,58479,2,3774,21,26,0,0,72035,3,5474,21,26,0,0,0,18680,1,5388,21,26,2,0,0,20236,2,706,2,4,2,0,0,21691
7,2541,21,26,8,999999,4,61590,8,6750,21,26,8,0,67748,6,1415,21,26,8,0,74017,6,2176,21,26,8,0,0,77331,4,6358,21,26,8,0,102260,2,3450,21,26,8,0,87700,3,5558,21,26,8,0,0,74572,1,5816,21,26,1,0,0,117529,2,404,21,26,1,0,0,119200
7,1601,21,26,8,500,3,266550,8,5756,21,26,8,3500,196200,6,2268,21,26,8,3000,189366,6,612,21,26,8,5500,1,188000,4,4908,21,26,8,5852,203728,2,5157,21,26,8,5377,67017,3,4741,21,26,8,8000,3,33150,1,4591,21,26,14,10000,1,92218,2,545,21,26,14,12000,1,99073
7,1007,21,26,8,2000,3,202330,8,6485,21,26,8,500,199550,6,2240,21,26,8,0,165000,6,1315,21,26,8,0,5,110804,4,4890,21,26,8,100,94053,2,3579,21,26,8,200,21600,3,4435,21,26,8,1200,4,71200,1,4603,21,26,12,2000,1,73400,2,493,21,26,12,2300,1,76250
7,3357,12,17,1,0,0,112020,8,6269,12,17,1,0,133000,6,6230,16,21,1,0,105020,6,1562,16,21,1,0,0,37423,4,7549,21,26,1,0,50132,2,6206,21,26,1,0,82004,3,6247,21,26,1,0,0,69031,1,6273,2,4,2,0,0,70000,,,,,,,,
7,7159,4,6,1,0,0,48532,8,5907,4,6,1,0,62000,6,7041,4,6,1,0,86000,6,1062,4,6,1,0,0,133081,4,8550,4,6,1,0,195002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,7683,41,47,8,3500,34200,6,7841,41,47,8,2400,36200,6,5281,41,47,8,1000,1,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4616,21,26,0,350,1,82700,8,5993,21,26,0,525,165300,6,7467,21,26,0,470,185910,6,381,21,26,0,450,2,212298,4,5771,21,26,0,620,241694,2,8586,21,26,0,1400,254010,3,5919,21,26,0,474,1,262800,1,6904,21,26,12,1900,1,356378,2,600,21,26,12,1300,4,324180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5285,21,26,8,0,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,918,21,26,8,2700,1,47721,8,2306,21,26,8,500,62450,6,1275,21,26,8,1200,36400,6,76,21,26,8,500,2,40400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3628,41,47,8,2000,3,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2322,42,48,8,0,0,56464,8,2752,16,21,8,0,88856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,6958,21,26,1,200,38000,6,518,21,26,1,0,5,73100,4,4482,21,26,1,2000,85000,2,4722,21,26,1,3000,55500,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8259,41,47,8,2500,113200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2830,21,26,8,0,57500,3,4243,21,26,8,0,0,91200,1,4835,21,26,1,0,0,95100,2,806,21,26,1,0,0,115150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,234,2,4,12,0,30,149250
