ER25001,ER25002,ER25003,ER25004,ER27442,ER27451,ER27708,ER28037,ER36001,ER36002,ER36003,ER36004,ER40614,ER40622,ER41027,ER42001,ER42002,ER42003,ER42004,ER46592,ER46600,ER46935,ER47301,ER47302,ER47303,ER47304,ER51953,ER51961,ER52046,ER52343,ER53001,ER53002,ER53003,ER53004,ER57709,ER57730,ER58152,ER60001,ER60002,ER60003,ER60004,ER64869,ER64910,ER65349,ER66001,ER66002,ER66003,ER66004,ER70941,ER71042,ER71064,ER71426,ER72001,ER72002,ER72003,ER72004,ER76960,ER77064,ER77086,ER77448,ER78001,ER78002,ER78003,ER78004,ER81188,ER81340,ER81422,ER81775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3634,17,22,8,0,2500,2,3319,17,22,8,500,12006,3,1628,17,22,8,0,1,3000,1,2626,17,22,6,0,0,18792,2,7892,17,22,6,0,2,7200
7,2387,17,22,8,3200,1,29304,8,553,17,22,8,3150,38308,6,1284,17,22,8,0,49256,6,3628,17,22,8,0,1,68088,4,1139,17,22,8,0,55832,2,1168,17,22,8,200,46245,3,1410,17,22,8,840,3,46610,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8166,4,6,15,0,3,69650
7,7266,17,22,8,0,0,8360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2759,1,1,1,100,2,64793,8,5576,1,1,1,0,61800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,8838,42,48,8,0,1,72100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,8304,17,22,1,0,2,52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,7842,17,22,8,0,22920,6,8259,17,22,97,300,48900,6,6658,17,22,97,1000,1,67000,4,3532,17,22,97,500,70000,2,9052,17,22,8,11000,122000,3,6784,17,22,8,1000,1,110000,,,,,,,,,,,,,,,,
7,4456,17,22,1,600,1,50330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,6915,17,22,1,2500,157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8719,17,22,8,200,90050,2,5647,17,22,8,0,52212,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6048,17,22,4,0,3,149484,2,3937,17,22,4,0,2,204800
7,7974,17,22,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4329,17,22,8,1445,3,15492,8,1745,17,22,8,1545,15252,6,1013,17,22,8,1764,17940,6,1218,17,22,8,1824,7,7956,4,5882,17,22,8,0,19638,2,1378,17,22,8,0,6276,3,2954,17,22,8,0,1,10644,1,5986,17,22,6,1548,1,16026,2,3642,17,22,6,0,0,13212
7,7717,42,48,8,0,0,1240,8,7139,42,48,8,0,1400,6,2207,42,48,8,0,1200,6,571,42,48,8,0,0,8064,4,5892,17,22,8,0,18100,2,938,17,22,8,0,16001,3,2762,17,22,8,0,0,19000,1,6609,17,22,99,0,0,21600,2,3291,17,22,99,0,0,41000
7,5011,42,48,8,13000,2,132840,8,6349,42,48,8,7500,72160,6,1681,42,48,8,0,89000,6,503,42,48,8,12000,2,103000,4,6282,42,48,8,12000,130578,2,4055,42,48,8,12000,114100,3,3035,42,48,8,4000,3,60100,1,6003,42,48,6,300,3,45300,2,5578,42,48,6,0,99,46500
7,4107,42,48,8,999999,2,80000,8,5225,42,48,8,8100,94500,6,931,42,48,8,9600,90000,6,1311,42,48,8,5600,2,70000,4,6232,42,48,8,6600,51530,2,2776,42,48,8,999999,58189,3,2983,42,48,8,999998,1,69900,1,6741,42,48,15,1200,1,92260,2,2764,42,48,15,0,0,109825
7,4275,42,48,8,200,1,29280,8,4991,42,48,8,150,80160,6,1727,42,48,8,2500,68800,6,1142,42,48,8,0,2,32600,4,6548,42,48,8,0,35100,2,5319,42,48,8,0,33310,3,3467,42,48,8,0,8,47800,1,8316,42,48,15,0,2,64350,2,5867,42,48,15,0,3,43500
7,7823,15,20,8,0,2,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7600,42,48,0,0,0,30000,,,,,,,,,,,,,,,6,2702,42,48,8,0,1,40000,4,6522,42,48,8,0,51500,2,8319,42,48,8,0,46742,3,2558,42,48,8,0,0,30000,1,9450,42,48,15,100,0,40248,2,8410,42,48,15,0,99,47000
7,8035,42,48,8,0,0,70000,8,7343,42,48,8,0,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4382,42,48,8,1440,10,17400,8,6354,42,48,8,1000,21422,6,2198,42,48,8,2500,38089,6,437,42,48,8,2800,3,30923,4,6185,42,48,8,6000,33510,2,215,42,48,8,500,13400,3,3101,42,48,8,5000,2,41700,1,7318,42,48,20,0,0,57380,2,6578,42,48,20,0,1,52800
7,7345,42,48,8,0,1,13600,8,7189,42,48,8,50,40000,6,518,42,48,8,0,3000,6,197,42,48,8,0,1,0,4,6084,42,48,8,0,8000,2,2171,42,48,8,0,0,3,3071,42,48,8,0,3,500,1,6215,42,48,6,0,2,0,2,3504,42,48,6,0,2,11700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2980,42,48,8,0,4,17447,1,6123,42,48,15,0,2,66000,2,3456,42,48,15,0,0,72100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5628,42,48,8,0,11145,3,2649,42,48,8,0,2,19920,1,4555,42,48,15,0,0,7000,2,3350,42,48,15,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9014,42,48,14,0,1,21000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7482,42,48,6,0,1,9000,2,7991,42,48,6,0,1,0
7,5705,42,48,8,0,1,61000,8,6806,42,48,8,650,64000,6,1128,42,48,8,1200,108000,6,288,42,48,8,0,2,116000,4,6641,42,48,8,0,116000,2,4814,42,48,8,0,94000,3,2830,42,48,8,500,1,236100,1,5518,42,48,6,0,2,123100,2,2730,42,48,6,500,1,83256
,,,,,,,,8,6530,42,48,0,999999,60500,6,1849,42,48,0,300,64872,6,1630,42,48,0,500,1,61890,4,6679,42,48,0,0,65416,2,7129,42,48,0,0,70000,3,3224,42,48,0,0,98,71048,1,9453,42,48,1,0,98,96720,2,8786,42,48,1,0,2,90896
7,447,17,22,8,0,3,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4790,17,22,0,0,1,50354,8,3223,17,22,0,0,41800,6,4157,17,22,0,0,56300,6,4828,17,22,0,0,0,57516,4,1716,17,22,0,100,73000,2,769,17,22,0,0,64000,3,1445,17,22,0,0,45,56000,1,4213,17,22,15,0,1,67000,2,8603,17,22,15,1000,1,68000
7,6348,17,22,8,0,1,3400,8,3447,17,22,8,0,11057,6,3896,17,22,8,1200,42000,6,5551,17,22,8,0,3,30600,4,8713,17,22,8,0,60000,2,8606,17,22,8,0,52164,3,2394,17,22,8,0,1,83475,1,4393,17,22,15,0,1,80000,,,,,,,,
7,6188,17,22,8,0,1,13670,8,7894,17,22,8,0,18500,6,5104,17,22,8,0,371,6,7850,17,22,8,0,0,0,4,5589,17,22,8,0,2105,2,4545,17,22,8,0,3500,3,2432,17,22,8,0,1,21000,1,4398,17,22,15,0,2,60000,2,5627,17,22,15,1200,2,28000
,,,,,,,,,,,,,,,6,4337,17,22,8,999998,25091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4214,17,22,6,0,30,11500,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2731,17,22,8,0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,5515,17,22,8,0,9200,6,6222,17,22,8,0,8,6000,4,5581,17,22,8,0,6570,2,3880,17,22,8,0,10020,3,1615,17,22,8,0,3,11900,1,4406,17,22,15,0,5,12560,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,5824,17,22,8,0,0,0,4,3825,17,22,8,0,1935,2,4652,17,22,8,0,0,3,1093,17,22,8,0,9,0,1,4046,17,22,6,0,1,4380,2,2940,17,22,6,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4449,17,22,6,0,2,70000,2,2852,17,22,6,0,1,80000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,411,17,22,0,0,20000,3,1403,17,22,0,0,2,85000,1,3975,17,22,14,0,0,80000,2,4713,17,22,14,0,0,36000
7,4648,17,22,8,200,2,47900,8,4900,17,22,8,999998,28600,6,8091,17,22,8,200,41800,6,6096,17,22,8,300,2,31124,4,4918,17,22,8,100,18056,2,2197,17,22,8,999998,7572,3,5285,17,22,8,5000,4,46152,1,6485,17,22,11,4500,4,45172,,,,,,,,
7,6365,17,22,8,0,4,20050,8,3743,17,22,8,0,24000,6,4504,17,22,8,0,21200,6,8472,17,22,8,0,0,9480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4818,17,22,8,0,2,24000,8,3622,17,22,8,0,4800,6,4846,17,22,8,0,11688,6,973,17,22,8,0,0,12420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6950,17,22,8,260,2,37272,8,4942,17,22,8,0,43147,6,7109,17,22,8,0,30000,6,8823,17,22,8,50,4,38880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6450,17,22,8,0,3,57750,8,4088,17,22,8,0,39000,6,6735,17,22,8,1000,47718,6,6914,17,22,8,0,3,39316,4,8013,17,22,8,0,22050,2,5865,17,22,8,0,50834,3,6616,17,22,8,0,2,27849,1,6965,17,22,11,150,1,94000,2,3800,17,22,11,0,0,51392
,,,,,,,,8,4054,17,22,8,0,12000,6,6202,17,22,97,0,16936,6,5556,17,22,97,0,0,0,4,3788,17,22,97,0,0,2,5345,17,22,8,0,0,3,6528,17,22,8,0,1,12000,1,7246,17,22,11,0,0,12000,2,6297,17,22,11,0,1,19760
7,6109,17,22,8,0,2,13600,8,7550,17,22,8,0,26500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7607,17,22,8,700,1,12500,,,,,,,,6,7019,17,22,8,600,73373,6,8084,17,22,8,0,1,48184,4,7587,17,22,8,0,24100,2,8777,17,22,8,0,70000,3,8979,17,22,8,500,1,17600,1,8182,17,22,6,400,2,26005,,,,,,,,
,,,,,,,,,,,,,,,6,8050,42,48,8,8000,58968,6,8471,42,48,8,15000,3,71968,,,,,,,,,,,,,,,3,8994,42,48,8,15000,2,101588,,,,,,,,,,,,,,,,
7,6003,17,22,8,0,2,18600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3646,17,22,8,0,18148,2,5426,17,22,8,0,14700,3,5730,17,22,8,0,2,20120,1,5524,17,22,11,0,0,23115,,,,,,,,
,,,,,,,,,,,,,,,6,8556,17,22,8,0,30000,,,,,,,,,4,8717,17,22,8,0,15900,2,4762,17,22,8,0,50302,3,8629,17,22,8,0,5,35500,1,6087,17,22,6,20,1,107960,2,5014,17,22,6,0,2,56000
,,,,,,,,,,,,,,,6,8658,17,22,8,0,13200,6,5399,17,22,8,0,2,13516,4,9000,17,22,8,0,38380,2,6475,17,22,8,0,12725,3,5713,17,22,8,0,0,13000,1,6522,17,22,11,0,2,19300,,,,,,,,
7,7413,17,22,8,0,1,11100,8,8048,17,22,8,0,12000,6,6814,17,22,8,0,14950,6,5194,17,22,8,0,1,4000,4,3949,17,22,8,0,12676,2,4779,17,22,8,0,15000,3,7700,17,22,8,0,4,22472,1,8916,17,22,11,0,1,22300,,,,,,,,
7,5766,17,22,8,0,1,6860,8,7510,17,22,8,0,13920,6,6774,17,22,8,0,6144,6,5552,17,22,8,0,0,6588,4,4520,17,22,8,0,10732,2,6966,17,22,8,0,18151,3,9143,17,22,8,0,0,59533,1,6678,17,22,11,0,1,24000,,,,,,,,
,,,,,,,,,,,,,,,6,7079,17,22,8,0,20350,6,5229,17,22,8,0,0,2733,4,3613,17,22,8,0,550,2,5259,17,22,8,0,6240,3,6454,17,22,8,0,1,0,1,5423,17,22,6,0,2,11520,2,6831,17,22,6,0,0,12600
,,,,,,,,,,,,,,,6,6974,17,22,8,0,21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7840,17,22,15,0,1,42847
,,,,,,,,,,,,,,,6,8695,17,22,8,35,17000,,,,,,,,,,,,,,,,2,3279,17,22,99,0,5150,3,7241,17,22,99,100,2,26572,1,7122,17,22,6,0,2,2400,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8613,42,48,8,0,43003,3,8890,42,48,8,0,4,61844,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7074,4,6,8,50,2,3700,1,6755,4,6,1,0,0,19000,2,7508,4,6,1,0,0,35075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9293,17,22,6,0,0,26070,2,6239,17,22,6,0,0,90000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8724,42,48,15,150,2,26500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9550,17,22,11,0,2,3060,2,5620,17,22,11,0,0,24375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8929,17,22,11,0,1,10000,2,5601,17,22,11,0,99,18278
7,6226,17,22,8,0,1,68164,8,5257,17,22,8,0,38185,6,6377,17,22,8,0,54069,6,7371,17,22,8,0,2,51936,4,7882,17,22,8,0,30294,2,5476,17,22,8,0,50064,3,7938,17,22,8,0,2,56892,1,8061,17,22,11,0,2,21364,,,,,,,,
,,,,,,,,8,5894,17,22,8,0,39800,6,6436,17,22,97,300,15164,6,7846,17,22,97,0,3,4030,4,7880,17,22,97,0,10000,2,8523,17,22,8,0,9106,3,7668,17,22,8,100,2,1000,1,7614,17,22,15,0,2,7000,2,5199,17,22,15,200,2,10100
,,,,,,,,,,,,,,,,,,,,,,6,7691,17,22,8,0,4,37258,4,7935,17,22,8,999998,44966,2,5181,17,22,8,200,43120,3,7110,17,22,8,3000,2,38000,1,7711,17,22,11,0,3,54480,,,,,,,,
7,4948,17,22,8,0,2,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7040,17,22,0,0,32960,3,5082,17,22,0,300,10,31450,1,5770,17,22,20,0,20,60600,2,3505,17,22,20,500,2,40000
7,7625,42,48,99,8000,12,101000,8,7939,42,48,99,20000,176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4792,17,22,99,200,3,43808,8,5322,17,22,99,0,30864,6,8635,17,22,99,1000,50000,6,5528,17,22,99,0,2,41600,4,3694,17,22,99,0,53359,2,3041,17,22,99,0,36227,3,5692,17,22,99,300,2,51660,1,6512,17,22,20,50,1,54952,2,9098,17,22,20,0,1,75512
7,6647,17,22,8,0,1,37000,8,3926,17,22,8,0,42688,6,4928,17,22,8,0,41884,6,8826,17,22,8,0,2,57382,4,7033,17,22,8,0,52000,2,8116,17,22,8,0,49160,3,7388,17,22,8,0,3,68000,1,9031,17,22,6,0,2,104000,2,7544,17,22,6,0,1,86000
7,7701,42,48,8,9800,2,63500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8427,42,48,15,999999,2,93163
7,5728,17,22,8,0,1,22581,8,5230,17,22,8,0,44400,6,6993,17,22,8,0,49432,6,5245,17,22,8,0,2,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8915,17,22,1,0,81286,2,6682,17,22,1,0,44200,3,8487,17,22,1,500,1,100472,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,5577,17,22,0,0,2,6300,4,3208,17,22,0,0,21384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,7869,17,22,8,0,2,24100,4,7853,17,22,8,0,29150,2,7355,17,22,8,0,15200,3,7483,17,22,8,0,1,30000,1,8749,17,22,15,0,1,47720,,,,,,,,
,,,,,,,,,,,,,,,6,8557,17,22,8,0,79600,6,6999,17,22,8,0,4,44567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,8544,17,22,8,50,2000,,,,,,,,,,,,,,,,,,,,,,,3,9596,17,22,99,0,99,100825,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4507,42,48,15,0,2,108600,2,4692,42,48,15,4000,1,57150
7,5969,23,28,8,0,48,20400,8,5862,23,28,8,0,21648,6,6313,23,28,8,2000,32933,6,6132,23,28,8,0,4,24960,4,1206,23,28,8,0,24960,2,1441,23,28,8,0,13050,3,6883,23,28,8,0,1,19500,1,1571,23,28,6,0,1,11407,2,5330,23,28,6,0,1,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7747,14,19,8,100,6,48477,1,2784,14,19,6,0,10,23500,2,7497,14,19,6,0,99,0
7,7130,14,19,8,0,4,23100,8,2565,14,19,8,0,28850,6,8319,14,19,8,100,39060,6,7188,14,19,8,100,2,29827,4,8543,14,19,8,0,49400,,,,,,,,3,8191,14,19,8,0,1,50025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9473,14,19,0,0,0,37200,1,2558,14,19,1,0,0,93600,2,4712,14,19,1,0,0,44776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2877,14,19,1,200,0,113000,2,8671,14,19,1,0,1,92117
7,3125,23,28,8,999999,1,28966,,,,,,,,,,,,,,,6,6219,23,28,8,0,5,30000,4,4659,23,28,8,0,38000,2,3092,23,28,8,0,16325,3,7874,23,28,8,999999,1,0,1,3745,23,28,6,500,1,18300,2,6974,23,28,6,50,0,29204
7,2994,23,28,99,900,2,19196,8,4956,23,28,99,0,19015,6,3384,23,28,99,0,28900,6,5178,23,28,99,0,2,24516,4,644,23,28,99,100,15400,2,5330,23,28,99,0,14260,3,6234,23,28,99,0,1,15950,1,3678,23,28,10,0,1,20100,2,5848,23,28,10,0,98,19300
7,3580,23,28,8,999998,5,14400,,,,,,,,6,4710,23,28,8,0,56966,6,4950,23,28,8,0,2,32070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2750,23,28,8,0,40,32768,8,4992,23,28,8,0,8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7890,23,28,8,0,2,36000,1,3737,23,28,6,0,1,46200,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3843,23,28,99,0,1,4800,2,8050,23,28,99,0,1,26000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4180,23,28,8,0,53000,3,8581,23,28,8,0,1,63700,1,3774,23,28,11,1500,2,106000,2,6911,23,28,11,500,1,130119
,,,,,,,,8,8055,23,28,8,0,8000,6,8524,23,28,8,0,10000,6,8903,23,28,8,0,0,750,,,,,,,,,,,,,,,3,8061,41,47,8,0,0,40000,1,3735,41,47,6,0,3,35000,2,7256,41,47,6,0,0,35000
,,,,,,,,,,,,,,,,,,,,,,6,6395,23,28,8,0,20,13450,4,15,23,28,8,0,12400,2,3293,23,28,8,0,900,3,5564,23,28,8,0,0,46250,1,3561,23,28,14,0,0,43050,2,4701,23,28,14,0,0,42400
,,,,,,,,8,6240,23,28,8,740,71000,6,3336,23,28,8,500,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,3518,23,28,8,0,90060,6,4676,23,28,8,0,2,36060,4,7585,23,28,8,0,77600,2,3890,23,28,8,0,63272,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,6003,23,28,8,0,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,5752,23,28,8,0,34000,6,3347,23,28,8,0,75000,6,4971,23,28,8,0,1,65447,4,1243,23,28,8,0,55546,2,9053,23,28,8,0,55567,3,7675,23,28,8,0,99,42000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6289,23,28,8,0,75680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2491,23,28,8,999998,1,47332,8,4970,23,28,8,0,18476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,7347,23,28,8,999998,29371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1526,23,28,8,0,3,36320,8,3702,23,28,8,0,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,8795,23,28,8,200,2,37480,4,4251,23,28,8,0,26000,2,1312,23,28,8,0,19818,3,6106,23,28,8,0,5,4350,1,4953,23,28,6,0,3,1400,2,2914,23,28,6,100,1,11800
7,5990,23,28,8,0,3,90253,8,7304,23,28,8,0,83500,6,2310,23,28,8,999998,90150,6,6134,23,28,8,200,2,77600,4,4542,23,28,8,0,43225,2,2423,23,28,8,0,109116,3,5071,23,28,8,0,1,110260,1,5293,23,28,6,300,1,151382,2,5719,23,28,6,1000,1,131762
7,3909,23,28,8,550,2,47000,8,4488,23,28,8,0,45512,,,,,,,,,,,,,,,,,,,,,,,2,6578,23,28,8,0,70000,3,8133,23,28,8,0,3,72050,1,7918,23,28,6,10000,3,100050,2,3902,23,28,6,999998,98,82067
7,5505,23,28,8,0,3,52480,8,4198,23,28,8,4000,48600,6,3553,23,28,8,0,57010,6,5754,23,28,8,0,1,58537,4,7353,23,28,8,0,55828,2,4117,23,28,8,2500,65000,3,7539,23,28,8,2400,3,53650,1,7746,23,28,99,4500,3,81600,2,3419,23,28,99,300,2,80200
7,4151,23,28,8,0,10,7945,8,4101,23,28,8,0,4600,6,3331,23,28,8,0,10582,6,5714,23,28,8,0,24,11100,4,3370,23,28,8,0,15600,2,3662,23,28,8,0,23236,3,5115,23,28,8,0,1,2030,1,4777,23,28,6,0,2,54520,2,6066,23,28,6,0,99,20000
7,7303,23,28,8,0,4,20400,8,4297,23,28,8,0,48000,6,5692,23,28,8,0,55500,6,6148,23,28,8,0,4,6236,4,2871,23,28,8,0,7500,2,555,23,28,8,0,1560,3,8624,23,28,8,0,1,47000,1,5015,23,28,6,0,1,45050,2,3080,23,28,6,0,15,55600
7,6935,23,28,8,0,10,1728,8,4263,23,28,8,0,200,6,7051,23,28,8,0,1160,6,5403,23,28,8,0,2,0,4,3052,23,28,8,0,1188,2,4595,23,28,8,0,12400,3,5422,23,28,8,0,1,0,1,4769,23,28,6,0,1,3000,2,7151,23,28,6,0,1,1896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9006,23,28,0,0,3,47719,1,5233,23,28,6,0,2,71740,2,3864,23,28,6,0,0,58727
,,,,,,,,8,5267,23,28,8,300,12000,6,3349,23,28,8,0,25000,6,5396,23,28,8,0,0,6500,4,2969,23,28,8,0,17000,2,4168,23,28,8,0,10000,3,8393,23,28,8,0,1,26000,1,6437,23,28,6,0,2,176000,2,6372,23,28,6,0,0,51200
7,7775,23,28,8,0,5,15000,8,3714,23,28,8,0,18000,6,3291,23,28,8,0,9300,6,5242,23,28,8,0,2,21666,4,3537,23,28,8,50,43000,2,671,23,28,8,0,40000,3,8162,23,28,8,0,30,120000,1,5040,23,28,11,0,3,165000,2,7994,23,28,11,0,5,225000
,,,,,,,,8,7704,23,28,8,0,11500,,,,,,,,6,6203,23,28,8,0,5,25600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5519,23,28,8,0,1174,2,3311,23,28,8,0,8500,3,5106,23,28,8,0,0,22000,1,7344,23,28,6,0,4,41500,2,3814,23,28,6,0,0,37000
,,,,,,,,,,,,,,,6,3386,23,28,99,5000,150806,6,8441,23,28,99,500,98,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7885,23,28,99,0,0,66249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1432,23,28,8,400,2,3400,8,6709,23,28,8,0,900,6,7984,23,28,8,500,5800,6,7868,23,28,8,200,4,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4046,23,28,8,600,2,18038,8,5274,23,28,8,0,12000,6,8022,23,28,8,0,12560,6,7488,23,28,8,0,2,21600,4,5486,23,28,8,0,9915,2,7724,23,28,8,0,11994,3,4734,23,28,8,900,2,14184,1,4586,23,28,6,789,1,11760,2,6971,23,28,6,1000,2,9480
7,1573,23,28,8,0,2,24625,8,3996,23,28,8,0,38000,6,2672,23,28,8,0,45000,6,7134,23,28,8,1200,3,39519,4,5555,23,28,8,0,35360,2,1422,23,28,8,0,32000,3,4816,23,28,8,2400,1,26400,1,4616,23,28,6,0,2,22344,2,4982,23,28,6,0,1,25175
7,1411,23,28,8,0,98,30000,8,5068,23,28,8,0,26000,6,3946,23,28,8,5000,30000,6,7977,23,28,8,0,3,30600,4,5805,23,28,8,1200,21708,2,1310,23,28,8,2500,11994,3,4062,23,28,8,2000,3,28850,1,4546,23,28,6,1300,1,15050,2,4980,23,28,6,1500,4,15675
7,2762,23,28,8,0,3,20520,8,4514,23,28,8,0,23400,6,5474,37,42,8,2000,34189,6,8525,37,42,8,1000,3,16000,4,6121,37,42,8,400,19200,2,7027,37,42,8,0,17700,3,4472,37,42,8,0,2,17153,1,5805,41,47,6,100,2,14436,2,2553,41,47,6,1600,4,16028
